text,id,created,is_retweet,favorites,retweets
"b'Arizona head coach Adia Barnes is an incredible role model \xf0\x9f\x92\x9c\n\nWhile engineering a stunning NCAA tournament run, Bar\xe2\x80\xa6 https://t.co/RLd4udGsk1'",1379092716424888325,2021-04-05 15:25:00,False,6,1
"b""Proud of you @AdiaBarnes\n#BearDown\n#MadeForIt \nThe breakout star of March Madness? A coach 'representing moms' and\xe2\x80\xa6 https://t.co/HokcwAdKuf""",1379091302403334145,2021-04-05 15:19:23,False,0,0
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379090425689030657,2021-04-05 15:15:54,True,0,27
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379089001009668096,2021-04-05 15:10:14,True,0,27
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime https://t.co/tpbeUhpvtm via @Yahoo""",1379084630540787724,2021-04-05 14:52:52,False,0,0
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379083863494909952,2021-04-05 14:49:49,True,0,27
b'RT @SeifertESPN: \xe2\x80\x9cLet\xe2\x80\x99s normalize working mothers and all that they have to do to make it happen.\xe2\x80\x9d Tremendous report from @sportsiren on Ar\xe2\x80\xa6',1379083759648186373,2021-04-05 14:49:25,True,0,35
"b'RT @RachelRCarlson: It\xe2\x80\x99s Stanford women for the win!\xc2\xa0\xc2\xa0But props are owed to Arizona coach &amp; new mom Adia Barnes.\xc2\xa0\xc2\xa0\n\nAs the announcer said,\xe2\x80\xa6'",1379081813986000897,2021-04-05 14:41:41,True,0,3
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379081559743991810,2021-04-05 14:40:40,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379078569566044166,2021-04-05 14:28:47,True,0,304
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379077732991168514,2021-04-05 14:25:28,True,0,27
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379077256715366403,2021-04-05 14:23:34,True,0,304
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379075893419778050,2021-04-05 14:18:09,True,0,27
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379075697898049538,2021-04-05 14:17:23,True,0,27
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379075480993767432,2021-04-05 14:16:31,True,0,304
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379075430808911875,2021-04-05 14:16:19,True,0,27
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379074799838846982,2021-04-05 14:13:48,True,0,27
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379073379362242567,2021-04-05 14:08:10,True,0,304
"b'RT @OnHerTurf: Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room after halft\xe2\x80\xa6'",1379072885768224776,2021-04-05 14:06:12,True,0,27
"b'Last night, Holly Rowe highlighted that Arizona head coach Adia Barnes was delayed coming out of the locker room af\xe2\x80\xa6 https://t.co/kmMjuLyJKd'",1379071211674730500,2021-04-05 13:59:33,False,206,27
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379069092158533635,2021-04-05 13:51:08,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379064881190699009,2021-04-05 13:34:24,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379063832706965513,2021-04-05 13:30:14,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379063504628424708,2021-04-05 13:28:55,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379062258479861762,2021-04-05 13:23:58,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379059087107887104,2021-04-05 13:11:22,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379057750370574345,2021-04-05 13:06:03,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379057521445367809,2021-04-05 13:05:09,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379055927647670272,2021-04-05 12:58:49,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379055107732611075,2021-04-05 12:55:33,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379051835516878851,2021-04-05 12:42:33,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379051159206440960,2021-04-05 12:39:52,True,0,304
"b""RIGHT ON! The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime\xe2\x80\xa6 https://t.co/qCqAgc8SWT""",1379049965742329856,2021-04-05 12:35:07,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime https://t.co/1S0TgXyrEx via @Yahoo""",1379049361137668097,2021-04-05 12:32:43,False,0,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379048689596006401,2021-04-05 12:30:03,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379048532452249602,2021-04-05 12:29:26,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379047217491763201,2021-04-05 12:24:12,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379045115877068803,2021-04-05 12:15:51,True,0,304
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports\xe2\x80\xa6 https://t.co/vxRIef77Go""",1379044793255292929,2021-04-05 12:14:34,False,0,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379039526253907968,2021-04-05 11:53:39,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379038383125757959,2021-04-05 11:49:06,True,0,304
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime https://t.co/RcL2oiXB34""",1379035765217370113,2021-04-05 11:38:42,False,3,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379033619243675652,2021-04-05 11:30:10,True,0,304
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports https://t.co/amxTd23Lkx""",1379026417137065985,2021-04-05 11:01:33,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports:\xe2\x80\xa6 https://t.co/fgJJHM8G8L""",1379026416721829890,2021-04-05 11:01:33,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports:\xe2\x80\xa6 https://t.co/z5pIO1UZ1G""",1379026415950069762,2021-04-05 11:01:33,False,0,0
"b""* The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime\xc2\xa0\xc2\xa0Yahoo Sports\xe2\x80\xa6 https://t.co/AJD2FuFa2f""",1379026415488704513,2021-04-05 11:01:33,False,0,0
"b""* The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime\xc2\xa0\xc2\xa0Yahoo Sports\xe2\x80\xa6 https://t.co/kZvBv427Tw""",1379026415048302592,2021-04-05 11:01:33,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports\xe2\x80\xa6 https://t.co/O4lQEQ5g5j""",1379026301084831745,2021-04-05 11:01:05,False,0,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379023634501660676,2021-04-05 10:50:30,True,0,304
"b""* The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime\xc2\xa0\xc2\xa0Yahoo Sports\xe2\x80\xa6 https://t.co/h70mY3Z5SV""",1379022517826809858,2021-04-05 10:46:03,False,0,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379021293366960133,2021-04-05 10:41:11,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379020568058552331,2021-04-05 10:38:19,True,0,304
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports https://t.co/roNTzauy3K""",1379018489504047108,2021-04-05 10:30:03,False,0,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1379007834956906499,2021-04-05 09:47:43,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378995387801903104,2021-04-05 08:58:15,True,0,304
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime https://t.co/XhpDtRU2gm""",1378980036670283782,2021-04-05 07:57:15,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports\xe2\x80\xa6 https://t.co/ukz99vYSFf""",1378978222260490244,2021-04-05 07:50:03,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports\xe2\x80\xa6 https://t.co/S9nJp4CavV""",1378966733613064195,2021-04-05 07:04:23,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports\xe2\x80\xa6 https://t.co/lY9qaT9AXM""",1378966020803620865,2021-04-05 07:01:33,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports https://t.co/aNHi1Pbx0g""",1378961111471452160,2021-04-05 06:42:03,False,0,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378958725009002498,2021-04-05 06:32:34,True,0,304
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports https://t.co/cMg8FLH6aS""",1378953189777571841,2021-04-05 06:10:34,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports\xe2\x80\xa6 https://t.co/VFLyx1Nzfp""",1378953060001538049,2021-04-05 06:10:03,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports https://t.co/wyrJZ3PgvH""",1378951552673574913,2021-04-05 06:04:04,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime - Yahoo Sports\xe2\x80\xa6 https://t.co/hvXDeOSGvH""",1378951300365262851,2021-04-05 06:03:04,False,0,0
"b""The breakout star of March Madness? A coach 'representing moms' and pumping breast milk at halftime\xe2\x80\xa6 https://t.co/sUP6ZHaptD""",1378950768103858176,2021-04-05 06:00:57,False,0,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378944273782034433,2021-04-05 05:35:09,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378940519624007680,2021-04-05 05:20:14,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378937044508975104,2021-04-05 05:06:25,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378934578300215297,2021-04-05 04:56:37,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378928836629438464,2021-04-05 04:33:48,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378928505665167361,2021-04-05 04:32:29,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378927499392913415,2021-04-05 04:28:29,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378925867145981953,2021-04-05 04:22:00,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378925415742455810,2021-04-05 04:20:12,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378924689045741572,2021-04-05 04:17:19,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378923461330968576,2021-04-05 04:12:26,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378923308914204674,2021-04-05 04:11:50,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378921611751870472,2021-04-05 04:05:06,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378919571868975104,2021-04-05 03:56:59,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378919175880605698,2021-04-05 03:55:25,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378918812569890819,2021-04-05 03:53:58,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378918558038687751,2021-04-05 03:52:57,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378917432245374978,2021-04-05 03:48:29,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378914883161387008,2021-04-05 03:38:21,True,0,304
"b'Let\xe2\x80\x99s normalize working mothers pumping milk  at all jobs, so it doesn\xe2\x80\x99t have to be a headline or taboo. \xe2\x80\x9cArizona C\xe2\x80\xa6 https://t.co/paIjojkVjx'",1378914012109418497,2021-04-05 03:34:54,False,0,0
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378913859747119104,2021-04-05 03:34:17,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378913125815119872,2021-04-05 03:31:22,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378910935708880898,2021-04-05 03:22:40,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378909121622253568,2021-04-05 03:15:28,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378908329351712770,2021-04-05 03:12:19,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378907742547673093,2021-04-05 03:09:59,True,0,304
"b'RT @TheUndefeated: ""Let\'s normalize working mothers and all that they have to do to make it happen."" \xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f\xf0\x9f\x97\xa3\xef\xb8\x8f \n\n@sportsiren\'s report on Arizo\xe2\x80\xa6'",1378905137985376258,2021-04-05 02:59:38,True,0,304
